victim_id,worthless_death_count,total_deaths,worthless_death_ratio
828.0,44,70,0.6285714285714286
829.0,128,203,0.6305418719211823
830.0,355,620,0.5725806451612904
831.0,298,528,0.5643939393939394
832.0,46,70,0.6571428571428571
833.0,47,65,0.7230769230769231
834.0,489,914,0.5350109409190372
835.0,368,553,0.6654611211573237
836.0,358,661,0.5416036308623298
837.0,130,203,0.6403940886699507
838.0,329,561,0.5864527629233511
839.0,330,509,0.6483300589390962
840.0,345,643,0.536547433903577
841.0,28,45,0.6222222222222222
842.0,41,60,0.6833333333333333
843.0,75,116,0.646551724137931
844.0,18,30,0.6
845.0,259,422,0.6137440758293838
846.0,363,559,0.6493738819320215
847.0,66,98,0.673469387755102
848.0,398,648,0.6141975308641975
849.0,358,567,0.6313932980599647
850.0,305,534,0.5711610486891385
851.0,107,173,0.6184971098265896
852.0,97,155,0.6258064516129033
853.0,204,318,0.6415094339622641
854.0,33,58,0.5689655172413793
855.0,47,75,0.6266666666666667
856.0,75,104,0.7211538461538461
857.0,128,235,0.5446808510638298
858.0,294,458,0.6419213973799127
859.0,64,96,0.6666666666666666
860.0,40,60,0.6666666666666666
861.0,500,966,0.5175983436853002
862.0,237,393,0.6030534351145038
863.0,125,172,0.7267441860465116
864.0,266,439,0.6059225512528473
865.0,42,62,0.6774193548387096
866.0,46,67,0.6865671641791045
867.0,302,484,0.6239669421487604
868.0,168,316,0.5316455696202531
869.0,106,187,0.5668449197860963
870.0,6,13,0.46153846153846156
871.0,272,497,0.5472837022132797
872.0,41,67,0.6119402985074627
873.0,113,166,0.6807228915662651
874.0,322,554,0.5812274368231047
875.0,43,75,0.5733333333333334
876.0,59,103,0.5728155339805825
877.0,246,404,0.6089108910891089
878.0,289,513,0.5633528265107213
879.0,7,8,0.875
880.0,84,144,0.5833333333333334
881.0,100,191,0.5235602094240838
882.0,81,168,0.48214285714285715
883.0,308,527,0.5844402277039848
884.0,38,58,0.6551724137931034
885.0,367,605,0.6066115702479339
886.0,31,47,0.6595744680851063
887.0,116,172,0.6744186046511628
888.0,306,548,0.5583941605839416
889.0,206,370,0.5567567567567567
890.0,306,585,0.5230769230769231
891.0,347,605,0.5735537190082645
892.0,24,56,0.42857142857142855
893.0,181,329,0.5501519756838906
894.0,168,306,0.5490196078431373
895.0,41,71,0.5774647887323944
896.0,84,141,0.5957446808510638
897.0,239,462,0.5173160173160173
898.0,48,86,0.5581395348837209
899.0,15,22,0.6818181818181818
900.0,266,485,0.5484536082474227
901.0,325,623,0.521669341894061
902.0,373,694,0.537463976945245
903.0,7,12,0.5833333333333334
904.0,160,276,0.5797101449275363
905.0,74,118,0.6271186440677966
906.0,416,718,0.5793871866295265
907.0,314,551,0.5698729582577132
908.0,240,461,0.5206073752711496
909.0,27,47,0.574468085106383
910.0,333,513,0.6491228070175439
911.0,287,485,0.5917525773195876
912.0,447,824,0.5424757281553398
913.0,314,517,0.6073500967117988
914.0,53,96,0.5520833333333334
915.0,385,651,0.5913978494623656
916.0,414,700,0.5914285714285714
917.0,344,575,0.5982608695652174
918.0,41,66,0.6212121212121212
919.0,20,43,0.46511627906976744
920.0,316,575,0.5495652173913044
921.0,49,90,0.5444444444444444
922.0,25,54,0.46296296296296297
923.0,299,494,0.6052631578947368
924.0,132,249,0.5301204819277109
925.0,11,17,0.6470588235294118
926.0,231,429,0.5384615384615384
927.0,155,290,0.5344827586206896
928.0,26,50,0.52
929.0,297,537,0.553072625698324
930.0,400,767,0.5215123859191656
931.0,67,120,0.5583333333333333
932.0,245,454,0.539647577092511
933.0,285,504,0.5654761904761905
934.0,95,174,0.5459770114942529
935.0,3,6,0.5
936.0,252,443,0.5688487584650113
937.0,427,828,0.5157004830917874
938.0,114,170,0.6705882352941176
939.0,261,419,0.6229116945107399
940.0,289,505,0.5722772277227722
941.0,397,721,0.550624133148405
942.0,201,356,0.5646067415730337
943.0,152,332,0.4578313253012048
944.0,337,569,0.5922671353251318
945.0,516,930,0.5548387096774193
946.0,12,21,0.5714285714285714
947.0,24,38,0.631578947368421
948.0,133,216,0.6157407407407407
949.0,148,250,0.592
950.0,297,529,0.5614366729678639
951.0,25,42,0.5952380952380952
952.0,278,508,0.547244094488189
953.0,35,45,0.7777777777777778
954.0,348,606,0.5742574257425742
955.0,17,34,0.5
956.0,166,282,0.5886524822695035
957.0,330,574,0.5749128919860628
958.0,298,537,0.5549348230912476
959.0,20,34,0.5882352941176471
960.0,86,147,0.5850340136054422
961.0,41,75,0.5466666666666666
962.0,120,207,0.5797101449275363
963.0,78,150,0.52
964.0,198,385,0.5142857142857142
965.0,84,125,0.672
966.0,16,26,0.6153846153846154
967.0,39,82,0.47560975609756095
968.0,202,329,0.6139817629179332
969.0,167,289,0.5778546712802768
970.0,44,68,0.6470588235294118
971.0,174,305,0.5704918032786885
972.0,309,514,0.6011673151750972
973.0,37,61,0.6065573770491803
974.0,17,27,0.6296296296296297
975.0,84,133,0.631578947368421
976.0,179,305,0.5868852459016394
977.0,114,175,0.6514285714285715
978.0,192,318,0.6037735849056604
979.0,57,94,0.6063829787234043
980.0,2,6,0.3333333333333333
981.0,184,304,0.6052631578947368
982.0,204,350,0.5828571428571429
983.0,106,153,0.6928104575163399
984.0,24,44,0.5454545454545454
985.0,69,138,0.5
986.0,85,150,0.5666666666666667
987.0,34,87,0.39080459770114945
988.0,227,355,0.6394366197183099
989.0,107,159,0.6729559748427673
990.0,281,502,0.5597609561752988
991.0,122,195,0.6256410256410256
992.0,129,205,0.6292682926829268
993.0,391,678,0.5766961651917404
994.0,41,77,0.5324675324675324
995.0,72,117,0.6153846153846154
996.0,368,628,0.5859872611464968
997.0,53,87,0.6091954022988506
998.0,352,556,0.6330935251798561
999.0,32,46,0.6956521739130435
1000.0,166,275,0.6036363636363636
1001.0,7,11,0.6363636363636364
1002.0,278,503,0.5526838966202783
1003.0,367,701,0.5235378031383737
1004.0,142,250,0.568
1005.0,81,135,0.6
1006.0,249,423,0.5886524822695035
1007.0,292,592,0.49324324324324326
1008.0,179,293,0.6109215017064846
1009.0,401,770,0.5207792207792208
1010.0,133,315,0.4222222222222222
1011.0,380,669,0.5680119581464873
1012.0,11,20,0.55
1013.0,51,79,0.6455696202531646
1014.0,35,63,0.5555555555555556
1015.0,173,285,0.6070175438596491
1016.0,6,13,0.46153846153846156
1017.0,8,11,0.7272727272727273
1018.0,4,12,0.3333333333333333
1019.0,7,13,0.5384615384615384
1020.0,4,5,0.8
1021.0,6,15,0.4
1022.0,197,320,0.615625
1023.0,302,555,0.5441441441441441
1024.0,115,189,0.6084656084656085
1025.0,92,152,0.6052631578947368
1026.0,39,70,0.5571428571428572
1027.0,329,579,0.5682210708117443
1028.0,45,67,0.6716417910447762
1029.0,55,101,0.5445544554455446
1030.0,86,148,0.581081081081081
1031.0,12,21,0.5714285714285714
1032.0,26,39,0.6666666666666666
1033.0,17,24,0.7083333333333334
1034.0,29,41,0.7073170731707317
1035.0,12,24,0.5
1036.0,20,25,0.8
1037.0,18,27,0.6666666666666666
1038.0,29,43,0.6744186046511628
1039.0,13,23,0.5652173913043478
1040.0,10,19,0.5263157894736842
1041.0,1,1,1.0
1042.0,284,507,0.5601577909270217
1043.0,141,251,0.5617529880478087
1044.0,69,116,0.5948275862068966
1045.0,89,131,0.6793893129770993
1046.0,127,222,0.5720720720720721
1047.0,107,169,0.6331360946745562
1048.0,97,175,0.5542857142857143
1049.0,146,219,0.6666666666666666
1050.0,72,125,0.576
1051.0,102,154,0.6623376623376623
1052.0,9,13,0.6923076923076923
1053.0,21,26,0.8076923076923077
1054.0,19,37,0.5135135135135135
1055.0,25,45,0.5555555555555556
1056.0,20,28,0.7142857142857143
1057.0,47,81,0.5802469135802469
1058.0,16,27,0.5925925925925926
1059.0,16,25,0.64
1060.0,12,20,0.6
1061.0,37,62,0.5967741935483871
1062.0,285,465,0.6129032258064516
1063.0,58,97,0.5979381443298969
1064.0,126,192,0.65625
1065.0,96,161,0.5962732919254659
1066.0,49,78,0.6282051282051282
1067.0,134,217,0.6175115207373272
1068.0,187,317,0.5899053627760252
1069.0,61,91,0.6703296703296703
1070.0,15,23,0.6521739130434783
1071.0,16,24,0.6666666666666666
1072.0,16,24,0.6666666666666666
1073.0,13,20,0.65
1074.0,107,193,0.5544041450777202
1075.0,25,51,0.49019607843137253
1076.0,139,234,0.594017094017094
1077.0,18,32,0.5625
1078.0,28,53,0.5283018867924528
1079.0,17,43,0.3953488372093023
1080.0,19,28,0.6785714285714286
1081.0,28,46,0.6086956521739131
1082.0,7,12,0.5833333333333334
1083.0,25,41,0.6097560975609756
1084.0,3,3,1.0
1085.0,36,53,0.6792452830188679
1086.0,27,38,0.7105263157894737
1087.0,130,241,0.5394190871369294
1088.0,120,182,0.6593406593406593
1089.0,124,203,0.6108374384236454
1090.0,227,377,0.6021220159151194
1091.0,106,181,0.585635359116022
1092.0,202,334,0.6047904191616766
1093.0,430,863,0.4982618771726535
1094.0,671,1082,0.6201478743068392
1095.0,469,794,0.5906801007556675
1096.0,6,13,0.46153846153846156
1097.0,7,9,0.7777777777777778
1098.0,137,237,0.5780590717299579
1099.0,13,27,0.48148148148148145
1100.0,61,94,0.648936170212766
1101.0,0,1,0.0
1102.0,75,125,0.6
1103.0,71,131,0.5419847328244275
1104.0,369,622,0.5932475884244373
1105.0,194,295,0.6576271186440678
1106.0,268,444,0.6036036036036037
1107.0,423,829,0.5102533172496985
1108.0,48,80,0.6
1109.0,313,530,0.590566037735849
1110.0,40,54,0.7407407407407407
1111.0,22,31,0.7096774193548387
1112.0,232,423,0.5484633569739953
1113.0,16,17,0.9411764705882353
1114.0,374,610,0.6131147540983607
1115.0,37,53,0.6981132075471698
1116.0,49,73,0.6712328767123288
1117.0,366,593,0.6172006745362564
1118.0,117,201,0.582089552238806
1119.0,25,33,0.7575757575757576
1120.0,142,219,0.6484018264840182
1121.0,127,196,0.6479591836734694
1122.0,463,834,0.5551558752997602
1123.0,32,45,0.7111111111111111
1124.0,212,357,0.5938375350140056
1125.0,38,53,0.7169811320754716
1126.0,48,67,0.7164179104477612
1127.0,429,819,0.5238095238095238
1128.0,155,277,0.5595667870036101
1129.0,534,963,0.5545171339563862
1130.0,137,235,0.5829787234042553
1131.0,503,888,0.5664414414414415
1132.0,66,106,0.6226415094339622
1133.0,362,628,0.5764331210191083
1134.0,125,195,0.6410256410256411
1135.0,36,58,0.6206896551724138
1136.0,342,584,0.5856164383561644
1137.0,116,198,0.5858585858585859
1138.0,90,151,0.5960264900662252
1139.0,236,489,0.48261758691206547
1140.0,299,528,0.5662878787878788
1141.0,154,290,0.5310344827586206
1142.0,4,5,0.8
1143.0,2,5,0.4
1144.0,19,41,0.4634146341463415
1145.0,394,658,0.5987841945288754
1146.0,148,297,0.4983164983164983
1147.0,347,537,0.6461824953445066
1148.0,272,504,0.5396825396825397
1149.0,193,337,0.5727002967359051
1150.0,41,76,0.5394736842105263
1151.0,326,628,0.5191082802547771
1152.0,175,317,0.5520504731861199
1153.0,193,322,0.5993788819875776
1154.0,20,29,0.6896551724137931
1155.0,496,895,0.5541899441340782
1156.0,305,538,0.5669144981412639
1157.0,12,18,0.6666666666666666
1158.0,397,765,0.5189542483660131
1159.0,49,76,0.6447368421052632
1160.0,26,45,0.5777777777777777
1161.0,303,516,0.5872093023255814
1162.0,92,148,0.6216216216216216
1163.0,234,399,0.5864661654135338
1164.0,66,102,0.6470588235294118
1165.0,56,90,0.6222222222222222
1166.0,374,686,0.5451895043731778
1167.0,23,51,0.45098039215686275
1168.0,518,856,0.6051401869158879
1169.0,45,82,0.5487804878048781
1170.0,316,615,0.5138211382113821
1171.0,3,7,0.42857142857142855
1172.0,96,159,0.6037735849056604
1173.0,423,738,0.573170731707317
1174.0,257,485,0.5298969072164949
1175.0,5,7,0.7142857142857143
1176.0,138,232,0.5948275862068966
1177.0,498,815,0.6110429447852761
1178.0,28,38,0.7368421052631579
1179.0,303,591,0.5126903553299492
1180.0,33,53,0.6226415094339622
1181.0,65,128,0.5078125
1182.0,39,69,0.5652173913043478
1183.0,32,54,0.5925925925925926
1184.0,16,27,0.5925925925925926
1185.0,115,174,0.6609195402298851
1186.0,277,471,0.5881104033970276
1187.0,291,460,0.6326086956521739
1188.0,110,180,0.6111111111111112
1189.0,544,876,0.6210045662100456
1190.0,17,26,0.6538461538461539
1191.0,338,579,0.5837651122625216
1192.0,318,618,0.5145631067961165
1193.0,386,669,0.5769805680119582
1194.0,190,349,0.5444126074498568
1195.0,50,95,0.5263157894736842
1196.0,75,119,0.6302521008403361
1197.0,134,208,0.6442307692307693
1198.0,7,10,0.7
1199.0,42,66,0.6363636363636364
1200.0,19,27,0.7037037037037037
1201.0,178,359,0.4958217270194986
1202.0,56,84,0.6666666666666666
1203.0,102,191,0.5340314136125655
1204.0,15,25,0.6
1205.0,42,85,0.49411764705882355
1206.0,23,28,0.8214285714285714
1207.0,17,26,0.6538461538461539
1208.0,90,152,0.5921052631578947
1209.0,61,103,0.5922330097087378
1210.0,20,35,0.5714285714285714
1211.0,40,64,0.625
1212.0,24,46,0.5217391304347826
1213.0,288,519,0.5549132947976878
1214.0,77,128,0.6015625
1215.0,337,553,0.6094032549728752
1216.0,24,40,0.6
1217.0,9,21,0.42857142857142855
1218.0,214,368,0.5815217391304348
1219.0,70,117,0.5982905982905983
1220.0,59,121,0.48760330578512395
1221.0,240,415,0.5783132530120482
1222.0,123,212,0.5801886792452831
1223.0,167,329,0.5075987841945289
1224.0,203,329,0.6170212765957447
1225.0,125,220,0.5681818181818182
1226.0,45,69,0.6521739130434783
1227.0,98,196,0.5
1228.0,16,24,0.6666666666666666
1229.0,143,274,0.5218978102189781
1230.0,20,37,0.5405405405405406
1231.0,89,151,0.5894039735099338
1232.0,18,22,0.8181818181818182
1233.0,73,129,0.5658914728682171
1234.0,42,58,0.7241379310344828
1235.0,377,717,0.5258019525801952
1236.0,96,173,0.5549132947976878
1237.0,196,358,0.547486033519553
1238.0,388,799,0.4856070087609512
1239.0,103,181,0.569060773480663
1240.0,233,423,0.5508274231678487
1241.0,325,552,0.5887681159420289
1242.0,290,577,0.5025996533795494
1243.0,227,389,0.583547557840617
1244.0,14,25,0.56
1245.0,353,623,0.5666131621187801
1246.0,103,231,0.4458874458874459
1247.0,226,406,0.5566502463054187
1248.0,388,664,0.5843373493975904
1249.0,383,658,0.5820668693009119
1250.0,16,20,0.8
1251.0,215,405,0.5308641975308642
1252.0,40,67,0.5970149253731343
1253.0,25,46,0.5434782608695652
1254.0,191,334,0.5718562874251497
1255.0,161,287,0.5609756097560976
1256.0,18,36,0.5
1257.0,5,15,0.3333333333333333
1258.0,557,856,0.6507009345794392
1259.0,138,209,0.6602870813397129
1260.0,131,201,0.6517412935323383
1261.0,121,258,0.4689922480620155
1262.0,112,204,0.5490196078431373
1263.0,18,28,0.6428571428571429
1264.0,142,298,0.47651006711409394
1265.0,231,415,0.5566265060240964
1266.0,99,146,0.678082191780822
1267.0,223,382,0.5837696335078534
1268.0,159,277,0.5740072202166066
1269.0,164,260,0.6307692307692307
1270.0,33,48,0.6875
1271.0,246,405,0.6074074074074074
1272.0,77,135,0.5703703703703704
1273.0,13,25,0.52
1274.0,74,146,0.5068493150684932
1275.0,75,131,0.5725190839694656
1276.0,50,95,0.5263157894736842
1277.0,5,8,0.625
1278.0,1,7,0.14285714285714285
1279.0,180,352,0.5113636363636364
1280.0,4,7,0.5714285714285714
1281.0,66,113,0.584070796460177
1282.0,56,89,0.6292134831460674
1283.0,4,5,0.8
1284.0,21,48,0.4375
1285.0,23,42,0.5476190476190477
1286.0,126,206,0.6116504854368932
1287.0,275,517,0.5319148936170213
1288.0,40,59,0.6779661016949152
1289.0,60,103,0.5825242718446602
1290.0,791,1366,0.5790629575402635
1291.0,96,148,0.6486486486486487
1292.0,96,183,0.5245901639344263
1293.0,93,170,0.5470588235294118
1294.0,166,260,0.6384615384615384
1295.0,26,51,0.5098039215686274
1296.0,54,94,0.574468085106383
1297.0,52,91,0.5714285714285714
1298.0,247,385,0.6415584415584416
1299.0,45,69,0.6521739130434783
1300.0,104,193,0.538860103626943
1301.0,609,957,0.6363636363636364
1302.0,117,213,0.5492957746478874
1303.0,23,54,0.42592592592592593
1304.0,14,28,0.5
1305.0,455,717,0.6345885634588564
1306.0,34,49,0.6938775510204082
1307.0,651,1082,0.6016635859519408
1308.0,95,175,0.5428571428571428
1309.0,302,469,0.6439232409381663
1310.0,160,218,0.7339449541284404
1311.0,63,101,0.6237623762376238
1312.0,185,342,0.5409356725146199
1313.0,170,259,0.6563706563706564
1314.0,153,262,0.583969465648855
1315.0,63,103,0.6116504854368932
1316.0,332,500,0.664
1317.0,117,215,0.5441860465116279
1318.0,173,286,0.6048951048951049
1319.0,543,833,0.6518607442977191
1320.0,5,7,0.7142857142857143
1321.0,252,388,0.6494845360824743
1322.0,87,157,0.554140127388535
1323.0,446,752,0.5930851063829787
1324.0,511,952,0.5367647058823529
1325.0,48,85,0.5647058823529412
1326.0,120,195,0.6153846153846154
1327.0,187,317,0.5899053627760252
1328.0,270,412,0.6553398058252428
1329.0,111,176,0.6306818181818182
1330.0,13,23,0.5652173913043478
1331.0,182,288,0.6319444444444444
1332.0,181,319,0.567398119122257
1333.0,21,27,0.7777777777777778
1334.0,218,343,0.6355685131195336
1335.0,332,520,0.6384615384615384
1336.0,231,411,0.5620437956204379
1337.0,89,152,0.5855263157894737
1338.0,241,402,0.599502487562189
1339.0,45,64,0.703125
1340.0,77,146,0.5273972602739726
1341.0,141,232,0.6077586206896551
1342.0,454,705,0.6439716312056738
1343.0,57,113,0.504424778761062
1344.0,84,135,0.6222222222222222
1345.0,93,140,0.6642857142857143
1346.0,54,85,0.6352941176470588
1347.0,176,297,0.5925925925925926
1348.0,305,502,0.6075697211155379
1349.0,26,44,0.5909090909090909
1350.0,46,70,0.6571428571428571
1351.0,63,114,0.5526315789473685
1352.0,122,193,0.6321243523316062
1353.0,111,204,0.5441176470588235
1354.0,357,653,0.5467075038284839
1355.0,96,164,0.5853658536585366
1356.0,29,58,0.5
1357.0,90,134,0.6716417910447762
1358.0,142,278,0.5107913669064749
1359.0,189,323,0.5851393188854489
1360.0,310,569,0.5448154657293497
1361.0,15,24,0.625
1362.0,61,114,0.5350877192982456
1363.0,268,475,0.5642105263157895
1364.0,11,19,0.5789473684210527
1365.0,338,603,0.560530679933665
1366.0,101,180,0.5611111111111111
1367.0,437,833,0.524609843937575
1368.0,360,649,0.5546995377503852
1369.0,323,548,0.5894160583941606
1370.0,454,803,0.5653798256537983
1371.0,168,315,0.5333333333333333
1372.0,94,161,0.5838509316770186
1373.0,62,135,0.45925925925925926
1374.0,187,306,0.6111111111111112
1375.0,336,560,0.6
1376.0,305,518,0.5888030888030888
1377.0,189,352,0.5369318181818182
1378.0,82,132,0.6212121212121212
1379.0,10,15,0.6666666666666666
1380.0,126,265,0.47547169811320755
1381.0,236,407,0.5798525798525799
1382.0,3,5,0.6
1383.0,1,4,0.25
1384.0,100,146,0.684931506849315
1385.0,16,30,0.5333333333333333
1386.0,51,78,0.6538461538461539
1387.0,92,126,0.7301587301587301
1388.0,160,276,0.5797101449275363
1389.0,218,389,0.5604113110539846
1390.0,10,11,0.9090909090909091
1391.0,101,198,0.51010101010101
1392.0,173,297,0.5824915824915825
1393.0,338,562,0.6014234875444839
1394.0,13,20,0.65
1395.0,13,28,0.4642857142857143
1396.0,54,98,0.5510204081632653
1397.0,54,72,0.75
1398.0,4,8,0.5
1399.0,14,19,0.7368421052631579
1400.0,103,158,0.6518987341772152
1401.0,24,34,0.7058823529411765
1402.0,29,42,0.6904761904761905
1403.0,53,82,0.6463414634146342
1404.0,14,21,0.6666666666666666
1405.0,29,37,0.7837837837837838
1406.0,285,511,0.5577299412915852
1407.0,299,539,0.5547309833024119
1408.0,43,70,0.6142857142857143
1409.0,126,244,0.5163934426229508
1410.0,187,316,0.5917721518987342
1411.0,99,221,0.4479638009049774
1412.0,17,28,0.6071428571428571
1413.0,15,22,0.6818181818181818
1414.0,14,24,0.5833333333333334
1415.0,11,15,0.7333333333333333
1416.0,22,32,0.6875
1417.0,46,64,0.71875
1418.0,281,481,0.5841995841995842
1419.0,429,910,0.4714285714285714
1420.0,310,589,0.5263157894736842
1421.0,164,309,0.5307443365695793
1422.0,238,457,0.5207877461706784
1423.0,280,483,0.5797101449275363
1424.0,37,52,0.7115384615384616
1425.0,21,36,0.5833333333333334
1426.0,127,278,0.4568345323741007
1427.0,10,12,0.8333333333333334
1428.0,8,19,0.42105263157894735
1429.0,56,84,0.6666666666666666
1430.0,7,19,0.3684210526315789
1431.0,17,18,0.9444444444444444
1432.0,30,47,0.6382978723404256
1433.0,37,54,0.6851851851851852
1434.0,138,237,0.5822784810126582
1435.0,24,35,0.6857142857142857
1436.0,6,15,0.4
1437.0,36,44,0.8181818181818182
1438.0,25,41,0.6097560975609756
1439.0,222,386,0.5751295336787565
1440.0,21,29,0.7241379310344828
1441.0,399,767,0.5202086049543677
1442.0,244,439,0.5558086560364465
1443.0,217,389,0.5578406169665809
1444.0,301,572,0.5262237762237763
1445.0,50,84,0.5952380952380952
1446.0,97,181,0.5359116022099447
1447.0,36,60,0.6
1448.0,34,51,0.6666666666666666
1449.0,46,81,0.5679012345679012
1450.0,15,28,0.5357142857142857
1451.0,5,13,0.38461538461538464
1452.0,134,244,0.5491803278688525
1453.0,17,23,0.7391304347826086
1454.0,13,26,0.5
1455.0,21,34,0.6176470588235294
1456.0,42,68,0.6176470588235294
1457.0,42,83,0.5060240963855421
1458.0,45,67,0.6716417910447762
1459.0,15,21,0.7142857142857143
1460.0,14,15,0.9333333333333333
1461.0,146,255,0.5725490196078431
1462.0,126,206,0.6116504854368932
1463.0,18,22,0.8181818181818182
1464.0,13,14,0.9285714285714286
1465.0,105,161,0.6521739130434783
1466.0,45,72,0.625
1467.0,8,10,0.8
1468.0,96,171,0.5614035087719298
1469.0,14,19,0.7368421052631579
1470.0,4,7,0.5714285714285714
1471.0,48,85,0.5647058823529412
1472.0,201,338,0.5946745562130178
1473.0,243,404,0.6014851485148515
1474.0,318,590,0.5389830508474577
1475.0,66,146,0.4520547945205479
1476.0,282,523,0.5391969407265774
1477.0,227,403,0.5632754342431762
1478.0,17,32,0.53125
1479.0,20,31,0.6451612903225806
1480.0,109,195,0.558974358974359
1481.0,81,126,0.6428571428571429
1482.0,41,69,0.5942028985507246
1483.0,161,266,0.6052631578947368
1484.0,334,593,0.5632377740303541
1485.0,133,240,0.5541666666666667
1486.0,434,789,0.550063371356147
1487.0,72,112,0.6428571428571429
1488.0,23,41,0.5609756097560976
1489.0,139,235,0.5914893617021276
1490.0,158,257,0.6147859922178989
1491.0,304,505,0.601980198019802
1492.0,61,100,0.61
1493.0,42,71,0.5915492957746479
1494.0,12,16,0.75
1495.0,136,235,0.5787234042553191
1496.0,15,26,0.5769230769230769
1497.0,10,14,0.7142857142857143
1498.0,187,313,0.597444089456869
1499.0,40,81,0.49382716049382713
1500.0,454,829,0.5476477683956574
1501.0,9,12,0.75
1502.0,28,54,0.5185185185185185
1503.0,415,730,0.5684931506849316
1504.0,188,305,0.6163934426229508
1505.0,169,261,0.6475095785440613
1506.0,306,516,0.5930232558139535
1507.0,62,116,0.5344827586206896
1508.0,17,34,0.5
1509.0,8,12,0.6666666666666666
1510.0,1,3,0.3333333333333333
1511.0,68,118,0.576271186440678
1512.0,375,655,0.5725190839694656
1513.0,67,100,0.67
1514.0,26,32,0.8125
1515.0,174,314,0.554140127388535
1516.0,266,449,0.5924276169265034
1517.0,20,33,0.6060606060606061
1518.0,378,718,0.5264623955431755
1519.0,155,254,0.610236220472441
1520.0,8,20,0.4
1521.0,17,27,0.6296296296296297
1522.0,67,109,0.6146788990825688
1523.0,21,50,0.42
1524.0,10,16,0.625
1525.0,149,252,0.5912698412698413
1526.0,41,68,0.6029411764705882
1527.0,42,66,0.6363636363636364
1528.0,57,86,0.6627906976744186
1529.0,107,179,0.5977653631284916
1530.0,37,68,0.5441176470588235
1531.0,46,77,0.5974025974025974
1532.0,341,624,0.5464743589743589
1533.0,38,63,0.6031746031746031
1534.0,331,579,0.5716753022452504
1535.0,126,239,0.5271966527196653
1536.0,227,413,0.549636803874092
1537.0,188,364,0.5164835164835165
1538.0,35,52,0.6730769230769231
1539.0,49,82,0.5975609756097561
1540.0,99,154,0.6428571428571429
1541.0,318,521,0.6103646833013435
1542.0,6,7,0.8571428571428571
1543.0,6,9,0.6666666666666666
1544.0,379,699,0.542203147353362
1545.0,140,218,0.6422018348623854
1546.0,197,297,0.6632996632996633
1547.0,462,817,0.565483476132191
1548.0,81,138,0.5869565217391305
1549.0,218,362,0.6022099447513812
1550.0,201,387,0.5193798449612403
1551.0,106,174,0.6091954022988506
1552.0,284,455,0.6241758241758242
1553.0,103,186,0.553763440860215
1554.0,13,24,0.5416666666666666
1555.0,261,418,0.6244019138755981
1556.0,157,257,0.6108949416342413
1557.0,123,224,0.5491071428571429
1558.0,11,26,0.4230769230769231
1559.0,24,34,0.7058823529411765
1560.0,411,835,0.49221556886227547
1561.0,218,369,0.5907859078590786
1562.0,314,557,0.5637342908438061
1563.0,71,139,0.5107913669064749
1564.0,234,473,0.49471458773784355
1565.0,90,140,0.6428571428571429
1566.0,181,372,0.48655913978494625
1567.0,135,201,0.6716417910447762
1568.0,70,113,0.6194690265486725
1569.0,201,293,0.6860068259385665
1570.0,81,170,0.4764705882352941
1571.0,500,802,0.6234413965087282
1572.0,30,47,0.6382978723404256
1573.0,33,56,0.5892857142857143
1574.0,271,413,0.6561743341404358
1575.0,156,213,0.7323943661971831
1576.0,138,234,0.5897435897435898
1577.0,15,24,0.625
1578.0,149,252,0.5912698412698413
1579.0,88,143,0.6153846153846154
1580.0,84,156,0.5384615384615384
1581.0,62,97,0.6391752577319587
1582.0,57,84,0.6785714285714286
1583.0,211,334,0.6317365269461078
1584.0,72,124,0.5806451612903226
1585.0,93,156,0.5961538461538461
1586.0,49,100,0.49
1587.0,73,127,0.5748031496062992
1588.0,94,158,0.5949367088607594
1589.0,18,26,0.6923076923076923
1590.0,108,182,0.5934065934065934
1591.0,65,101,0.6435643564356436
1592.0,408,709,0.5754583921015515
1593.0,457,856,0.5338785046728972
1594.0,38,76,0.5
1595.0,67,120,0.5583333333333333
1596.0,25,40,0.625
1597.0,83,150,0.5533333333333333
1598.0,352,628,0.5605095541401274
1599.0,31,78,0.3974358974358974
1600.0,247,511,0.48336594911937375
1601.0,154,325,0.47384615384615386
1602.0,431,788,0.5469543147208121
1603.0,65,121,0.5371900826446281
1604.0,145,221,0.6561085972850679
1605.0,18,24,0.75
1606.0,46,63,0.7301587301587301
1607.0,257,403,0.6377171215880894
1608.0,270,481,0.5613305613305614
1609.0,280,480,0.5833333333333334
1610.0,6,8,0.75
1611.0,17,24,0.7083333333333334
1612.0,18,24,0.75
1613.0,21,27,0.7777777777777778
1614.0,115,222,0.5180180180180181
1615.0,16,32,0.5
1616.0,35,50,0.7
1617.0,47,79,0.5949367088607594
1618.0,52,87,0.5977011494252874
1619.0,2,3,0.6666666666666666
1620.0,83,152,0.5460526315789473
1621.0,224,371,0.6037735849056604
1622.0,173,339,0.5103244837758112
1623.0,109,179,0.6089385474860335
1624.0,30,38,0.7894736842105263
1625.0,38,67,0.5671641791044776
1626.0,336,534,0.6292134831460674
1627.0,207,391,0.5294117647058824
1628.0,72,117,0.6153846153846154
1629.0,104,187,0.5561497326203209
1630.0,249,395,0.6303797468354431
1631.0,86,155,0.5548387096774193
1632.0,247,411,0.6009732360097324
1633.0,174,263,0.6615969581749049
1634.0,13,20,0.65
1635.0,13,17,0.7647058823529411
1636.0,114,174,0.6551724137931034
1637.0,333,582,0.5721649484536082
