killer_id,free_kill_count,total_kills,free_kill_ratio
194.0,1286,2084,0.6170825335892515
195.0,1042,1683,0.6191325014854426
196.0,534,957,0.5579937304075235
197.0,489,831,0.5884476534296029
198.0,147,243,0.6049382716049383
199.0,29,74,0.3918918918918919
200.0,3,12,0.25
201.0,482,770,0.625974025974026
202.0,75,154,0.487012987012987
203.0,39,71,0.5492957746478874
204.0,3,7,0.42857142857142855
205.0,610,967,0.6308169596690796
206.0,148,244,0.6065573770491803
207.0,70,133,0.5263157894736842
208.0,598,969,0.6171310629514963
209.0,69,122,0.5655737704918032
210.0,7,13,0.5384615384615384
211.0,215,323,0.6656346749226006
212.0,144,239,0.602510460251046
213.0,275,476,0.5777310924369747
214.0,37,86,0.43023255813953487
215.0,647,1106,0.5849909584086799
216.0,135,281,0.4804270462633452
217.0,52,102,0.5098039215686274
218.0,746,1057,0.7057710501419111
219.0,434,691,0.6280752532561505
220.0,159,264,0.6022727272727273
221.0,615,966,0.6366459627329193
222.0,1242,1969,0.6307770441848655
223.0,863,1447,0.5964063579820318
224.0,289,482,0.5995850622406639
225.0,228,379,0.6015831134564644
226.0,156,295,0.5288135593220339
227.0,665,1128,0.5895390070921985
228.0,1330,2226,0.5974842767295597
229.0,1526,2510,0.6079681274900398
230.0,40,82,0.4878048780487805
231.0,99,168,0.5892857142857143
232.0,1035,1783,0.5804823331463825
233.0,571,952,0.5997899159663865
234.0,206,343,0.6005830903790087
235.0,17,23,0.7391304347826086
236.0,589,987,0.596757852077001
237.0,88,155,0.567741935483871
238.0,894,1424,0.6278089887640449
239.0,631,1044,0.6044061302681992
240.0,678,1133,0.5984112974404237
241.0,311,457,0.6805251641137856
242.0,50,76,0.6578947368421053
243.0,203,337,0.6023738872403561
244.0,116,186,0.6236559139784946
245.0,271,453,0.5982339955849889
246.0,960,1507,0.6370272063702721
247.0,1099,1843,0.5963103635377103
248.0,113,188,0.601063829787234
249.0,500,816,0.6127450980392157
250.0,687,1172,0.5861774744027304
251.0,845,1449,0.583160800552105
252.0,330,558,0.5913978494623656
253.0,507,852,0.5950704225352113
254.0,65,123,0.5284552845528455
255.0,989,1646,0.6008505467800729
256.0,90,194,0.4639175257731959
257.0,1098,1801,0.6096612992781788
258.0,167,320,0.521875
259.0,189,341,0.5542521994134897
260.0,659,1063,0.6199435559736595
261.0,1102,1908,0.5775681341719078
262.0,64,106,0.6037735849056604
263.0,1433,2263,0.6332302253645603
264.0,196,339,0.5781710914454278
265.0,1446,2242,0.6449598572702944
266.0,389,723,0.5380359612724758
267.0,583,1000,0.583
268.0,761,1271,0.5987411487018096
269.0,5,9,0.5555555555555556
270.0,213,364,0.5851648351648352
271.0,89,148,0.6013513513513513
272.0,411,716,0.5740223463687151
273.0,639,1130,0.5654867256637168
274.0,79,139,0.5683453237410072
275.0,757,1148,0.6594076655052264
276.0,176,289,0.6089965397923875
277.0,158,334,0.47305389221556887
278.0,45,86,0.5232558139534884
279.0,0,4,0.0
280.0,21,43,0.4883720930232558
281.0,170,293,0.5802047781569966
282.0,604,987,0.6119554204660588
283.0,476,760,0.6263157894736842
284.0,854,1409,0.6061036195883606
285.0,130,239,0.5439330543933054
286.0,1,3,0.3333333333333333
287.0,803,1262,0.6362916006339144
288.0,461,749,0.6154873164218959
289.0,1,5,0.2
290.0,528,818,0.6454767726161369
291.0,3,9,0.3333333333333333
292.0,18,37,0.4864864864864865
293.0,190,328,0.5792682926829268
294.0,225,375,0.6
295.0,71,135,0.5259259259259259
296.0,8,14,0.5714285714285714
297.0,180,256,0.703125
298.0,22,35,0.6285714285714286
299.0,622,1031,0.6032977691561591
300.0,571,934,0.6113490364025695
301.0,249,385,0.6467532467532467
302.0,447,802,0.557356608478803
303.0,363,594,0.6111111111111112
304.0,208,339,0.6135693215339233
305.0,762,1423,0.5354884047786367
306.0,928,1452,0.6391184573002755
307.0,81,150,0.54
308.0,768,1220,0.6295081967213115
309.0,1285,2057,0.6246961594555177
310.0,1215,2017,0.6023797719385225
311.0,378,650,0.5815384615384616
312.0,146,251,0.5816733067729084
313.0,420,705,0.5957446808510638
314.0,176,316,0.5569620253164557
315.0,1681,2772,0.6064213564213564
316.0,172,293,0.5870307167235495
317.0,237,409,0.5794621026894865
318.0,134,203,0.6600985221674877
319.0,0,3,0.0
320.0,404,722,0.5595567867036011
321.0,71,119,0.5966386554621849
322.0,103,184,0.5597826086956522
323.0,30,57,0.5263157894736842
324.0,245,423,0.5791962174940898
325.0,272,443,0.6139954853273137
326.0,22,34,0.6470588235294118
327.0,1276,2014,0.6335650446871897
328.0,4,8,0.5
329.0,76,139,0.5467625899280576
330.0,264,445,0.5932584269662922
331.0,34,59,0.576271186440678
332.0,134,212,0.6320754716981132
333.0,53,97,0.5463917525773195
334.0,5,14,0.35714285714285715
335.0,260,435,0.5977011494252874
336.0,13,33,0.3939393939393939
337.0,77,146,0.5273972602739726
338.0,969,1556,0.6227506426735219
339.0,1095,1785,0.6134453781512605
340.0,1798,2839,0.6333215921098978
341.0,976,1619,0.60284126003706
342.0,87,144,0.6041666666666666
343.0,374,678,0.551622418879056
344.0,174,276,0.6304347826086957
345.0,205,375,0.5466666666666666
346.0,37,57,0.6491228070175439
347.0,403,694,0.5806916426512968
348.0,39,80,0.4875
349.0,66,126,0.5238095238095238
350.0,173,343,0.5043731778425656
351.0,636,1070,0.594392523364486
352.0,207,339,0.6106194690265486
353.0,216,403,0.5359801488833746
354.0,360,629,0.5723370429252782
355.0,675,1117,0.6042972247090421
356.0,1568,2512,0.6242038216560509
357.0,194,311,0.6237942122186495
358.0,156,323,0.48297213622291024
359.0,18,51,0.35294117647058826
360.0,118,235,0.502127659574468
361.0,272,503,0.5407554671968191
362.0,355,622,0.5707395498392283
363.0,5,11,0.45454545454545453
364.0,493,829,0.594692400482509
365.0,17,39,0.4358974358974359
366.0,156,291,0.5360824742268041
367.0,105,168,0.625
368.0,182,308,0.5909090909090909
369.0,170,309,0.5501618122977346
370.0,87,164,0.5304878048780488
371.0,31,47,0.6595744680851063
372.0,263,443,0.5936794582392777
373.0,313,538,0.5817843866171004
374.0,275,399,0.6892230576441103
375.0,70,128,0.546875
376.0,830,1325,0.6264150943396226
377.0,48,97,0.4948453608247423
378.0,48,67,0.7164179104477612
379.0,574,923,0.6218851570964247
380.0,84,137,0.6131386861313869
381.0,76,154,0.4935064935064935
382.0,65,116,0.5603448275862069
383.0,23,49,0.46938775510204084
384.0,38,68,0.5588235294117647
385.0,7,20,0.35
386.0,409,715,0.5720279720279721
387.0,659,1156,0.5700692041522492
388.0,465,822,0.5656934306569343
389.0,195,308,0.6331168831168831
390.0,3,4,0.75
391.0,31,44,0.7045454545454546
392.0,512,859,0.5960419091967404
393.0,321,526,0.6102661596958175
394.0,1383,2209,0.6260751471253961
395.0,683,1192,0.572986577181208
397.0,112,173,0.6473988439306358
398.0,228,413,0.5520581113801453
399.0,262,380,0.6894736842105263
400.0,177,300,0.59
401.0,119,199,0.5979899497487438
402.0,2,3,0.6666666666666666
403.0,474,817,0.5801713586291309
404.0,282,479,0.5887265135699373
405.0,3,6,0.5
406.0,538,881,0.6106696935300795
407.0,230,406,0.5665024630541872
408.0,15,26,0.5769230769230769
409.0,79,141,0.5602836879432624
410.0,11,21,0.5238095238095238
411.0,1101,1759,0.625923820352473
412.0,1725,2540,0.6791338582677166
413.0,682,1155,0.5904761904761905
414.0,36,56,0.6428571428571429
415.0,116,230,0.5043478260869565
416.0,232,389,0.596401028277635
417.0,67,138,0.4855072463768116
418.0,382,617,0.6191247974068071
419.0,81,159,0.5094339622641509
420.0,182,291,0.6254295532646048
421.0,24,37,0.6486486486486487
422.0,78,123,0.6341463414634146
423.0,123,213,0.5774647887323944
424.0,174,292,0.5958904109589042
425.0,502,862,0.5823665893271461
426.0,1,2,0.5
427.0,491,913,0.5377875136911281
428.0,1074,1808,0.5940265486725663
429.0,37,61,0.6065573770491803
430.0,281,464,0.6056034482758621
431.0,0,1,0.0
433.0,0,2,0.0
434.0,1429,2264,0.6311837455830389
435.0,200,354,0.5649717514124294
436.0,383,655,0.5847328244274809
437.0,31,67,0.4626865671641791
438.0,779,1319,0.5905989385898408
439.0,857,1390,0.616546762589928
440.0,660,1044,0.632183908045977
441.0,267,465,0.5741935483870968
442.0,111,170,0.6529411764705882
443.0,417,689,0.6052249637155298
444.0,330,522,0.632183908045977
445.0,326,525,0.6209523809523809
446.0,665,1079,0.6163113994439295
447.0,63,102,0.6176470588235294
448.0,379,678,0.5589970501474927
449.0,365,591,0.6175972927241963
450.0,19,37,0.5135135135135135
451.0,180,320,0.5625
452.0,122,195,0.6256410256410256
453.0,186,308,0.6038961038961039
454.0,501,947,0.529039070749736
455.0,5,11,0.45454545454545453
456.0,600,1007,0.5958291956305859
457.0,22,36,0.6111111111111112
458.0,407,698,0.5830945558739254
459.0,141,229,0.6157205240174672
460.0,539,907,0.5942668136714443
461.0,109,202,0.5396039603960396
462.0,398,688,0.5784883720930233
463.0,14,24,0.5833333333333334
464.0,608,959,0.6339937434827946
465.0,675,1115,0.6053811659192825
466.0,44,71,0.6197183098591549
467.0,71,128,0.5546875
468.0,572,939,0.6091586794462194
469.0,0,2,0.0
470.0,30,47,0.6382978723404256
471.0,934,1584,0.5896464646464646
472.0,410,737,0.5563093622795116
473.0,147,261,0.5632183908045977
474.0,119,219,0.54337899543379
475.0,654,1166,0.5608919382504288
476.0,13,21,0.6190476190476191
477.0,15,24,0.625
478.0,112,206,0.5436893203883495
479.0,535,926,0.5777537796976242
480.0,516,858,0.6013986013986014
481.0,95,187,0.5080213903743316
482.0,189,361,0.5235457063711911
483.0,79,162,0.4876543209876543
484.0,771,1256,0.6138535031847133
485.0,531,870,0.6103448275862069
486.0,142,254,0.5590551181102362
487.0,616,982,0.6272912423625254
488.0,337,580,0.5810344827586207
489.0,637,1038,0.6136801541425819
490.0,469,865,0.5421965317919075
491.0,41,70,0.5857142857142857
492.0,78,133,0.5864661654135338
493.0,592,947,0.6251319957761352
494.0,467,737,0.6336499321573948
495.0,1130,1907,0.5925537493445202
496.0,266,487,0.5462012320328542
497.0,549,926,0.5928725701943844
498.0,118,202,0.5841584158415841
499.0,639,1054,0.6062618595825426
500.0,30,63,0.47619047619047616
501.0,17,36,0.4722222222222222
502.0,6,9,0.6666666666666666
503.0,149,238,0.6260504201680672
504.0,58,121,0.4793388429752066
505.0,44,71,0.6197183098591549
506.0,468,843,0.5551601423487544
507.0,606,965,0.627979274611399
508.0,353,615,0.5739837398373984
509.0,321,505,0.6356435643564357
510.0,680,1124,0.604982206405694
511.0,220,342,0.6432748538011696
512.0,375,726,0.5165289256198347
513.0,5,13,0.38461538461538464
514.0,7,10,0.7
515.0,603,1062,0.5677966101694916
516.0,207,336,0.6160714285714286
517.0,550,962,0.5717255717255717
518.0,114,190,0.6
519.0,421,747,0.5635876840696118
520.0,171,308,0.5551948051948052
521.0,653,1018,0.6414538310412574
522.0,444,744,0.5967741935483871
523.0,51,95,0.5368421052631579
524.0,545,962,0.5665280665280665
525.0,391,693,0.5642135642135642
526.0,44,76,0.5789473684210527
527.0,51,79,0.6455696202531646
528.0,57,98,0.5816326530612245
529.0,134,242,0.5537190082644629
530.0,326,542,0.6014760147601476
531.0,80,150,0.5333333333333333
532.0,67,110,0.6090909090909091
533.0,194,327,0.5932721712538226
534.0,739,1275,0.5796078431372549
535.0,717,1243,0.5768302493966211
536.0,31,62,0.5
537.0,13,21,0.6190476190476191
538.0,384,606,0.6336633663366337
539.0,260,461,0.5639913232104121
540.0,452,812,0.5566502463054187
541.0,418,675,0.6192592592592593
542.0,666,1051,0.6336822074215034
543.0,4,14,0.2857142857142857
544.0,104,164,0.6341463414634146
545.0,294,524,0.5610687022900763
546.0,41,64,0.640625
547.0,35,67,0.5223880597014925
548.0,192,330,0.5818181818181818
549.0,273,488,0.5594262295081968
550.0,349,571,0.6112084063047285
551.0,362,583,0.6209262435677531
552.0,46,68,0.6764705882352942
553.0,122,205,0.5951219512195122
554.0,753,1288,0.5846273291925466
555.0,502,800,0.6275
556.0,67,119,0.5630252100840336
557.0,468,807,0.5799256505576208
558.0,87,141,0.6170212765957447
559.0,393,663,0.5927601809954751
560.0,331,642,0.5155763239875389
561.0,143,287,0.49825783972125437
562.0,445,793,0.5611601513240857
563.0,110,188,0.5851063829787234
564.0,267,455,0.5868131868131868
565.0,227,422,0.5379146919431279
566.0,336,677,0.4963072378138848
567.0,965,1665,0.5795795795795796
568.0,234,439,0.5330296127562643
569.0,514,890,0.5775280898876405
570.0,473,864,0.5474537037037037
571.0,81,176,0.4602272727272727
572.0,125,214,0.5841121495327103
573.0,211,389,0.5424164524421594
574.0,541,919,0.588683351468988
575.0,174,267,0.651685393258427
576.0,92,132,0.696969696969697
577.0,32,56,0.5714285714285714
578.0,213,386,0.5518134715025906
579.0,19,47,0.40425531914893614
580.0,793,1405,0.5644128113879003
581.0,83,192,0.4322916666666667
582.0,185,332,0.5572289156626506
583.0,17,29,0.5862068965517241
584.0,168,298,0.5637583892617449
585.0,21,56,0.375
586.0,53,105,0.5047619047619047
587.0,11,27,0.4074074074074074
588.0,375,758,0.4947229551451187
589.0,64,162,0.3950617283950617
590.0,29,83,0.3493975903614458
591.0,35,74,0.47297297297297297
592.0,38,87,0.4367816091954023
593.0,406,707,0.5742574257425742
594.0,34,79,0.43037974683544306
595.0,357,697,0.5121951219512195
596.0,4,20,0.2
597.0,266,459,0.579520697167756
598.0,416,763,0.54521625163827
599.0,394,602,0.654485049833887
600.0,131,240,0.5458333333333333
601.0,436,739,0.5899864682002707
602.0,490,869,0.5638665132336018
603.0,10,20,0.5
604.0,330,610,0.5409836065573771
605.0,869,1530,0.5679738562091503
606.0,28,51,0.5490196078431373
607.0,478,825,0.5793939393939394
608.0,804,1388,0.579250720461095
609.0,1142,1836,0.6220043572984749
610.0,618,1039,0.5948026948989413
611.0,106,184,0.5760869565217391
612.0,172,304,0.5657894736842105
613.0,124,233,0.5321888412017167
614.0,748,1260,0.5936507936507937
615.0,79,164,0.4817073170731707
616.0,756,1260,0.6
617.0,137,248,0.5524193548387096
618.0,385,661,0.5824508320726173
619.0,99,145,0.6827586206896552
620.0,698,1158,0.6027633851468048
621.0,527,872,0.6043577981651376
622.0,177,336,0.5267857142857143
623.0,119,173,0.6878612716763006
624.0,415,719,0.5771905424200278
625.0,107,206,0.5194174757281553
626.0,147,284,0.5176056338028169
627.0,46,92,0.5
628.0,162,284,0.5704225352112676
629.0,187,320,0.584375
630.0,85,150,0.5666666666666667
631.0,49,93,0.5268817204301075
632.0,145,251,0.5776892430278885
633.0,256,434,0.5898617511520737
634.0,380,635,0.5984251968503937
635.0,705,1260,0.5595238095238095
636.0,640,1112,0.5755395683453237
637.0,601,956,0.6286610878661087
638.0,28,45,0.6222222222222222
639.0,597,1030,0.579611650485437
640.0,223,363,0.6143250688705234
641.0,379,616,0.6152597402597403
642.0,13,22,0.5909090909090909
643.0,10,20,0.5
644.0,365,718,0.5083565459610028
645.0,548,889,0.6164229471316085
646.0,15,41,0.36585365853658536
647.0,486,908,0.5352422907488987
648.0,62,123,0.5040650406504065
649.0,7,20,0.35
650.0,91,191,0.47643979057591623
651.0,265,488,0.5430327868852459
652.0,18,34,0.5294117647058824
653.0,82,160,0.5125
654.0,330,569,0.5799648506151143
655.0,122,221,0.5520361990950227
656.0,10,17,0.5882352941176471
657.0,6,17,0.35294117647058826
658.0,414,748,0.553475935828877
659.0,13,27,0.48148148148148145
660.0,762,1322,0.5763993948562783
661.0,44,77,0.5714285714285714
662.0,17,26,0.6538461538461539
663.0,152,312,0.48717948717948717
664.0,14,18,0.7777777777777778
665.0,11,24,0.4583333333333333
666.0,14,29,0.4827586206896552
667.0,750,1284,0.5841121495327103
668.0,47,76,0.618421052631579
669.0,10,22,0.45454545454545453
670.0,28,53,0.5283018867924528
671.0,4,19,0.21052631578947367
672.0,215,369,0.5826558265582655
673.0,133,229,0.5807860262008734
674.0,195,327,0.5963302752293578
675.0,13,22,0.5909090909090909
676.0,158,277,0.5703971119133574
677.0,1013,1564,0.6476982097186701
678.0,17,31,0.5483870967741935
679.0,543,964,0.5632780082987552
680.0,192,365,0.5260273972602739
681.0,472,747,0.6318607764390897
682.0,347,670,0.517910447761194
683.0,357,610,0.5852459016393443
684.0,167,289,0.5778546712802768
685.0,22,45,0.4888888888888889
686.0,65,125,0.52
687.0,123,249,0.4939759036144578
688.0,801,1348,0.594213649851632
689.0,90,176,0.5113636363636364
690.0,469,811,0.5782983970406905
691.0,7,17,0.4117647058823529
692.0,26,74,0.35135135135135137
693.0,204,370,0.5513513513513514
694.0,8,23,0.34782608695652173
695.0,611,1025,0.5960975609756097
696.0,61,95,0.6421052631578947
697.0,49,78,0.6282051282051282
698.0,186,349,0.5329512893982808
699.0,5,10,0.5
700.0,669,1076,0.6217472118959108
701.0,690,1030,0.6699029126213593
702.0,60,100,0.6
703.0,318,564,0.5638297872340425
704.0,291,536,0.542910447761194
705.0,68,114,0.5964912280701754
706.0,876,1454,0.6024759284731774
707.0,91,158,0.5759493670886076
708.0,3,9,0.3333333333333333
709.0,700,1134,0.6172839506172839
710.0,787,1243,0.6331456154465004
711.0,33,60,0.55
712.0,122,194,0.6288659793814433
713.0,19,35,0.5428571428571428
714.0,185,277,0.6678700361010831
715.0,99,149,0.6644295302013423
716.0,80,118,0.6779661016949152
717.0,61,94,0.648936170212766
718.0,213,356,0.598314606741573
719.0,363,652,0.5567484662576687
720.0,106,171,0.6198830409356725
721.0,481,802,0.5997506234413965
722.0,677,1170,0.5786324786324787
723.0,183,325,0.563076923076923
724.0,27,48,0.5625
725.0,1052,1778,0.5916760404949382
726.0,618,1024,0.603515625
727.0,76,122,0.6229508196721312
728.0,152,257,0.5914396887159533
729.0,243,422,0.5758293838862559
730.0,69,120,0.575
731.0,12,17,0.7058823529411765
732.0,10,21,0.47619047619047616
733.0,6,13,0.46153846153846156
734.0,127,187,0.679144385026738
735.0,1,2,0.5
736.0,615,1002,0.6137724550898204
737.0,574,951,0.6035751840168244
738.0,5,10,0.5
739.0,50,105,0.47619047619047616
740.0,355,603,0.5887230514096186
741.0,24,41,0.5853658536585366
742.0,334,575,0.5808695652173913
743.0,12,21,0.5714285714285714
744.0,667,1131,0.5897435897435898
745.0,220,446,0.49327354260089684
746.0,472,752,0.6276595744680851
747.0,131,236,0.5550847457627118
748.0,31,57,0.543859649122807
749.0,253,462,0.5476190476190477
750.0,159,266,0.5977443609022557
751.0,671,1131,0.5932802829354553
752.0,142,261,0.5440613026819924
753.0,89,164,0.5426829268292683
754.0,147,246,0.5975609756097561
755.0,31,51,0.6078431372549019
756.0,654,1114,0.5870736086175943
757.0,24,40,0.6
758.0,422,701,0.6019971469329529
759.0,123,197,0.6243654822335025
760.0,138,257,0.5369649805447471
761.0,800,1281,0.624512099921936
762.0,530,920,0.5760869565217391
763.0,41,81,0.5061728395061729
764.0,237,358,0.6620111731843575
765.0,723,1285,0.5626459143968872
766.0,497,809,0.6143386897404203
767.0,804,1286,0.6251944012441679
768.0,119,194,0.6134020618556701
769.0,3,5,0.6
770.0,237,426,0.5563380281690141
771.0,13,29,0.4482758620689655
772.0,26,52,0.5
773.0,265,429,0.6177156177156177
774.0,437,675,0.6474074074074074
775.0,820,1358,0.6038291605301914
776.0,58,138,0.42028985507246375
777.0,750,1294,0.5795981452859351
778.0,32,53,0.6037735849056604
779.0,296,552,0.5362318840579711
780.0,59,97,0.6082474226804123
781.0,160,270,0.5925925925925926
782.0,212,365,0.5808219178082191
783.0,17,49,0.3469387755102041
784.0,45,70,0.6428571428571429
785.0,6,11,0.5454545454545454
786.0,549,871,0.6303099885189437
787.0,163,325,0.5015384615384615
788.0,118,229,0.5152838427947598
789.0,56,97,0.5773195876288659
790.0,149,251,0.5936254980079682
791.0,213,359,0.5933147632311978
792.0,422,707,0.5968882602545968
793.0,159,296,0.5371621621621622
794.0,402,655,0.6137404580152672
795.0,575,1016,0.5659448818897638
796.0,155,250,0.62
797.0,45,76,0.5921052631578947
798.0,125,188,0.6648936170212766
799.0,37,55,0.6727272727272727
800.0,62,100,0.62
801.0,584,962,0.6070686070686071
802.0,160,258,0.6201550387596899
803.0,264,489,0.5398773006134969
804.0,399,706,0.5651558073654391
805.0,834,1345,0.6200743494423792
806.0,209,347,0.6023054755043228
807.0,101,165,0.6121212121212121
808.0,15,22,0.6818181818181818
809.0,476,821,0.5797807551766139
810.0,242,444,0.545045045045045
811.0,203,390,0.5205128205128206
812.0,62,99,0.6262626262626263
813.0,109,180,0.6055555555555555
814.0,48,105,0.45714285714285713
815.0,72,121,0.5950413223140496
816.0,23,53,0.4339622641509434
817.0,19,34,0.5588235294117647
818.0,62,97,0.6391752577319587
819.0,17,36,0.4722222222222222
820.0,252,409,0.6161369193154034
821.0,158,295,0.535593220338983
822.0,237,394,0.6015228426395939
823.0,109,207,0.5265700483091788
824.0,55,98,0.5612244897959183
825.0,67,130,0.5153846153846153
826.0,63,92,0.6847826086956522
827.0,76,114,0.6666666666666666
828.0,8,17,0.47058823529411764
829.0,72,127,0.5669291338582677
830.0,506,825,0.6133333333333333
831.0,427,690,0.618840579710145
832.0,34,57,0.5964912280701754
833.0,40,74,0.5405405405405406
834.0,167,287,0.5818815331010453
835.0,311,542,0.5738007380073801
836.0,89,155,0.5741935483870968
